"table_name","column_name","data_type","length","precision_scale","nullable","default_value","primary_key","foreign_key","foreign_table","foreign_column","classification","approvalStatus","validation_rule"
"saved_view_filters","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; set null if user profile is removed"
"saved_view_filters","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"saved_view_filters","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; valid timestamp"
"saved_view_filters","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"saved_view_filters","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"saved_view_filters","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"saved_view_filters","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","valid timestamp"
"saved_view_filters","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P2_ENTERPRISE_FUTURE","DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"saved_view_filters","filter_key","VARCHAR","120","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL"
"saved_view_filters","filter_value_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; JSON_VALID"
"saved_view_filters","operator","VARCHAR","40","N/A","NO","'equals'","NO","NO","N/A","N/A","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK operator_type"
"saved_view_filters","saved_view_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","saved_views","id","P2_ENTERPRISE_FUTURE","DEFERRED","NOT NULL; FK saved_views.id; FOREIGN KEY to saved_views.id"
"chart_types","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"chart_types","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_types","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_types","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"chart_types","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_types","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"chart_types","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"chart_types","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_types","sort_order","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_types","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"chart_types","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"chart_types","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_types","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"chart_types","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_types","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"chart_types","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_types","capabilities_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"chart_types","category","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_types","renderer","VARCHAR","80","N/A","NO","'echarts'","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_type_requirements","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"chart_type_requirements","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"chart_type_requirements","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_type_requirements","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"chart_type_requirements","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"chart_type_requirements","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_type_requirements","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"chart_type_requirements","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"chart_type_requirements","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_type_requirements","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"chart_type_requirements","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_type_requirements","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"chart_type_requirements","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_type_requirements","allowed_field_types","VARCHAR","240","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"chart_type_requirements","chart_type_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","chart_types","id","P0_CORE","APPROVED","NOT NULL; FK chart_types.id; FOREIGN KEY to chart_types.id"
"chart_type_requirements","is_required","TINYINT","1","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_type_requirements","max_fields","INT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"chart_type_requirements","min_fields","INT","N/A","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_type_requirements","slot_id","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK mapping_slot"
"chart_templates","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"chart_templates","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_templates","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_templates","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_templates","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"chart_templates","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_templates","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"chart_templates","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"chart_templates","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_templates","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"chart_templates","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"chart_templates","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_templates","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"chart_templates","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_templates","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"chart_templates","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_templates","category","VARCHAR","80","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"chart_templates","chart_type_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","chart_types","id","P0_CORE","APPROVED","NOT NULL; FK chart_types.id; FOREIGN KEY to chart_types.id"
"chart_templates","is_public_template","TINYINT","1","N/A","NO","0","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"chart_templates","template_settings_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; JSON_VALID"
"chart_template_mappings","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; PRIMARY KEY"
"chart_template_mappings","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_template_mappings","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","N/A"
"chart_template_mappings","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_template_mappings","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","Required by service when status is changed"
"chart_template_mappings","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; set null if user profile is removed"
"chart_template_mappings","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL"
"chart_template_mappings","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","JSON_VALID"
"chart_template_mappings","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; valid timestamp"
"chart_template_mappings","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_template_mappings","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_template_mappings","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_template_mappings","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","valid timestamp"
"chart_template_mappings","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","REJECTED_OR_MERGED","MERGED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_template_mappings","aggregation","VARCHAR","40","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","ENUM/CHECK; ENUM/CHECK aggregation_type"
"chart_template_mappings","field_semantic_hint","VARCHAR","120","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","N/A"
"chart_template_mappings","mapping_options_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","JSON_VALID"
"chart_template_mappings","slot_id","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","REJECTED_OR_MERGED","MERGED","NOT NULL; ENUM/CHECK; ENUM/CHECK mapping_slot"
"chart_template_mappings","template_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","chart_templates","id","REJECTED_OR_MERGED","MERGED","NOT NULL; FK chart_templates.id; FOREIGN KEY to chart_templates.id"
"chart_presets","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; PRIMARY KEY"
"chart_presets","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_presets","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"chart_presets","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"chart_presets","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","N/A"
"chart_presets","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_presets","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","Required by service when status is changed"
"chart_presets","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; set null if user profile is removed"
"chart_presets","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"chart_presets","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","JSON_VALID"
"chart_presets","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; valid timestamp"
"chart_presets","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_presets","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"chart_presets","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_presets","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"chart_presets","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_presets","chart_type_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","chart_types","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; FK chart_types.id; FOREIGN KEY to chart_types.id"
"chart_presets","owner_user_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_presets","preset_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; JSON_VALID"
"chart_theme_presets","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; PRIMARY KEY"
"chart_theme_presets","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_theme_presets","code","VARCHAR","80","N/A","NO","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"chart_theme_presets","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"chart_theme_presets","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","N/A"
"chart_theme_presets","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"chart_theme_presets","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","Required by service when status is changed"
"chart_theme_presets","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; set null if user profile is removed"
"chart_theme_presets","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"chart_theme_presets","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","JSON_VALID"
"chart_theme_presets","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; valid timestamp"
"chart_theme_presets","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_theme_presets","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"chart_theme_presets","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_theme_presets","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","valid timestamp"
"chart_theme_presets","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"chart_theme_presets","is_default","TINYINT","1","N/A","NO","0","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL"
"chart_theme_presets","palette_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","NOT NULL; JSON_VALID"
"chart_theme_presets","typography_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P1_PRODUCTION_EXTENSION","APPROVED_DEFERRED","JSON_VALID"
"charts","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"charts","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"charts","branch_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","branches","id","P0_CORE","APPROVED","FK branches.id; nullable for organization-level records"
"charts","project_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","bi_projects","id","P0_CORE","APPROVED","NOT NULL; FK bi_projects.id; FOREIGN KEY to bi_projects.id"
"charts","name","VARCHAR","180","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"charts","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"charts","status","VARCHAR","40","N/A","NO","active","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK common_status"
"charts","status_changed_at","DATETIME","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","Required by service when status is changed"
"charts","status_changed_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; set null if user profile is removed"
"charts","is_active","TINYINT","1","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"charts","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"charts","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"charts","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"charts","updated_at","TIMESTAMP","N/A","N/A","YES","CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"charts","updated_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"charts","deleted_at","TIMESTAMP","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","valid timestamp"
"charts","deleted_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
"charts","chart_type_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","chart_types","id","P0_CORE","APPROVED","NOT NULL; FK chart_types.id; FOREIGN KEY to chart_types.id"
"charts","config_json","JSON","N/A","N/A","NO","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; JSON_VALID"
"charts","current_version_no","INT","N/A","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"charts","dataset_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","datasets","id","P0_CORE","APPROVED","FK datasets.id; FOREIGN KEY to datasets.id"
"charts","schema_version","INT","N/A","N/A","NO","1","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL"
"charts","source_type","VARCHAR","40","N/A","NO","'demo'","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; ENUM/CHECK; ENUM/CHECK source_type"
"charts","sql_query_id","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","sql_queries","id","P0_CORE","APPROVED","FK sql_queries.id; FOREIGN KEY to sql_queries.id"
"charts","subtitle","VARCHAR","240","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"chart_versions","id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","YES","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; PRIMARY KEY"
"chart_versions","organization_id","BIGINT UNSIGNED","N/A","N/A","NO","N/A","NO","YES","organizations","id","P0_CORE","APPROVED","NOT NULL; FK organizations.id; FOREIGN KEY to organizations.id"
"chart_versions","description","TEXT","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","N/A"
"chart_versions","metadata_json","JSON","N/A","N/A","YES","N/A","NO","NO","N/A","N/A","P0_CORE","APPROVED","JSON_VALID"
"chart_versions","created_at","TIMESTAMP","N/A","N/A","NO","CURRENT_TIMESTAMP","NO","NO","N/A","N/A","P0_CORE","APPROVED","NOT NULL; valid timestamp"
"chart_versions","created_by","BIGINT UNSIGNED","N/A","N/A","YES","N/A","NO","YES","user_profiles","id","P0_CORE","APPROVED","FK user_profiles.id; FOREIGN KEY to user_profiles.id"
