"ConstraintID","TableName","ConstraintName","ConstraintType","Columns","Rule","ErrorHandling","SuggestedDDLOrNote"
"CON-00404","dashboard_filter_values","fk_dashboard_filter_values_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00405","dashboard_filter_values","fk_dashboard_filter_values_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00406","dashboard_filter_values","fk_dashboard_filter_values_preset_id","FOREIGN KEY","preset_id","Must reference dashboard_filter_presets.id.","","FOREIGN KEY (`preset_id`) REFERENCES `dashboard_filter_presets` (`id`)"
"CON-00407","dashboard_filter_values","chk_dashboard_filter_values_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00408","dashboard_filter_values","chk_dashboard_filter_values_operator","CHECK","operator","Allowed values: equals, not_equals, contains, in, not_in, between, greater_than, less_than, is_null, is_not_null","","CHECK (`operator` IN ('equals', 'not_equals', 'contains', 'in', 'not_in', 'between', 'greater_than', 'less_than', 'is_null', 'is_not_null'))"
"CON-00409","dashboard_filter_values","chk_dashboard_filter_values_filter_value_json_json","JSON VALIDATION","filter_value_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`filter_value_json`))"
"CON-00410","dashboard_interactions","pk_dashboard_interactions","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00411","dashboard_interactions","fk_dashboard_interactions_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00412","dashboard_interactions","fk_dashboard_interactions_dashboard_id","FOREIGN KEY","dashboard_id","Must reference bi_dashboards.id.","","FOREIGN KEY (`dashboard_id`) REFERENCES `bi_dashboards` (`id`)"
"CON-00413","dashboard_interactions","fk_dashboard_interactions_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00414","dashboard_interactions","fk_dashboard_interactions_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00415","dashboard_interactions","fk_dashboard_interactions_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00416","dashboard_interactions","fk_dashboard_interactions_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00417","dashboard_interactions","fk_dashboard_interactions_source_widget_id","FOREIGN KEY","source_widget_id","Must reference dashboard_widgets.id.","","FOREIGN KEY (`source_widget_id`) REFERENCES `dashboard_widgets` (`id`)"
"CON-00418","dashboard_interactions","chk_dashboard_interactions_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00419","dashboard_interactions","chk_dashboard_interactions_interaction_value_json_json","JSON VALIDATION","interaction_value_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`interaction_value_json`))"
"CON-00420","dashboard_drilldown_paths","pk_dashboard_drilldown_paths","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00421","dashboard_drilldown_paths","uk_dashboard_drilldown_paths_organization_id_interaction_id_","UNIQUE","organization_id, interaction_id, step_no","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_dashboard_drilldown_paths_organization_id_interaction_id_` (`organization_id`, `interaction_id`, `step_no`)"
"CON-00422","dashboard_drilldown_paths","fk_dashboard_drilldown_paths_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00423","dashboard_drilldown_paths","fk_dashboard_drilldown_paths_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00424","dashboard_drilldown_paths","fk_dashboard_drilldown_paths_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00425","dashboard_drilldown_paths","fk_dashboard_drilldown_paths_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00426","dashboard_drilldown_paths","fk_dashboard_drilldown_paths_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00427","dashboard_drilldown_paths","fk_dashboard_drilldown_paths_interaction_id","FOREIGN KEY","interaction_id","Must reference dashboard_interactions.id.","","FOREIGN KEY (`interaction_id`) REFERENCES `dashboard_interactions` (`id`)"
"CON-00428","dashboard_drilldown_paths","fk_dashboard_drilldown_paths_source_widget_id","FOREIGN KEY","source_widget_id","Must reference dashboard_widgets.id.","","FOREIGN KEY (`source_widget_id`) REFERENCES `dashboard_widgets` (`id`)"
"CON-00429","dashboard_drilldown_paths","chk_dashboard_drilldown_paths_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00430","dashboard_drilldown_paths","chk_dashboard_drilldown_paths_field_value_json_json","JSON VALIDATION","field_value_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`field_value_json`))"
"CON-00431","saved_views","pk_saved_views","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00432","saved_views","uk_saved_views_organization_id_owner_user_id_view_name","UNIQUE","organization_id, owner_user_id, view_name","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_saved_views_organization_id_owner_user_id_view_name` (`organization_id`, `owner_user_id`, `view_name`)"
"CON-00433","saved_views","fk_saved_views_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00434","saved_views","fk_saved_views_branch_id","FOREIGN KEY","branch_id","Must reference branches.id.","","FOREIGN KEY (`branch_id`) REFERENCES `branches` (`id`)"
"CON-00435","saved_views","fk_saved_views_project_id","FOREIGN KEY","project_id","Must reference bi_projects.id.","","FOREIGN KEY (`project_id`) REFERENCES `bi_projects` (`id`)"
"CON-00436","saved_views","fk_saved_views_dashboard_id","FOREIGN KEY","dashboard_id","Must reference bi_dashboards.id.","","FOREIGN KEY (`dashboard_id`) REFERENCES `bi_dashboards` (`id`)"
"CON-00437","saved_views","fk_saved_views_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00438","saved_views","fk_saved_views_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00439","saved_views","fk_saved_views_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00440","saved_views","fk_saved_views_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00441","saved_views","fk_saved_views_owner_user_id","FOREIGN KEY","owner_user_id","Must reference user_profiles.id.","","FOREIGN KEY (`owner_user_id`) REFERENCES `user_profiles` (`id`)"
"CON-00442","saved_views","chk_saved_views_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00443","saved_views","chk_saved_views_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00444","saved_views","chk_saved_views_view_state_json_json","JSON VALIDATION","view_state_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`view_state_json`))"
"CON-00456","chart_types","pk_chart_types","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00457","chart_types","uk_chart_types_code","UNIQUE","code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_chart_types_code` (`code`)"
"CON-00458","chart_types","fk_chart_types_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00459","chart_types","fk_chart_types_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00460","chart_types","fk_chart_types_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00461","chart_types","fk_chart_types_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00462","chart_types","chk_chart_types_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00463","chart_types","chk_chart_types_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00464","chart_types","chk_chart_types_capabilities_json_json","JSON VALIDATION","capabilities_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`capabilities_json`))"
"CON-00465","chart_type_requirements","pk_chart_type_requirements","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00466","chart_type_requirements","uk_chart_type_requirements_chart_type_id_slot_id","UNIQUE","chart_type_id, slot_id","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_chart_type_requirements_chart_type_id_slot_id` (`chart_type_id`, `slot_id`)"
"CON-00467","chart_type_requirements","fk_chart_type_requirements_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00468","chart_type_requirements","fk_chart_type_requirements_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00469","chart_type_requirements","fk_chart_type_requirements_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00470","chart_type_requirements","fk_chart_type_requirements_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00471","chart_type_requirements","fk_chart_type_requirements_chart_type_id","FOREIGN KEY","chart_type_id","Must reference chart_types.id.","","FOREIGN KEY (`chart_type_id`) REFERENCES `chart_types` (`id`)"
"CON-00472","chart_type_requirements","chk_chart_type_requirements_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00473","chart_type_requirements","chk_chart_type_requirements_slot_id","CHECK","slot_id","Allowed values: xAxis, yAxis, legend, tooltip, filter, color, size, value, category, series, rows, columns, source, target, open, high, low, close","","CHECK (`slot_id` IN ('xAxis', 'yAxis', 'legend', 'tooltip', 'filter', 'color', 'size', 'value', 'category', 'series', 'rows', 'columns', 'source', 'target', 'open', 'high', 'low', 'close'))"
"CON-00474","chart_type_requirements","chk_chart_type_requirements_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00475","chart_templates","pk_chart_templates","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00476","chart_templates","uk_chart_templates_org_code","UNIQUE","organization_id, code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_chart_templates_org_code` (`organization_id`, `code`)"
"CON-00477","chart_templates","fk_chart_templates_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00478","chart_templates","fk_chart_templates_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00479","chart_templates","fk_chart_templates_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00480","chart_templates","fk_chart_templates_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00481","chart_templates","fk_chart_templates_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00482","chart_templates","fk_chart_templates_chart_type_id","FOREIGN KEY","chart_type_id","Must reference chart_types.id.","","FOREIGN KEY (`chart_type_id`) REFERENCES `chart_types` (`id`)"
"CON-00483","chart_templates","chk_chart_templates_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00484","chart_templates","chk_chart_templates_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00485","chart_templates","chk_chart_templates_template_settings_json_json","JSON VALIDATION","template_settings_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`template_settings_json`))"
"CON-00498","chart_presets","pk_chart_presets","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00499","chart_presets","uk_chart_presets_org_code","UNIQUE","organization_id, code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_chart_presets_org_code` (`organization_id`, `code`)"
"CON-00500","chart_presets","fk_chart_presets_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00501","chart_presets","fk_chart_presets_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00502","chart_presets","fk_chart_presets_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00503","chart_presets","fk_chart_presets_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00504","chart_presets","fk_chart_presets_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00505","chart_presets","fk_chart_presets_chart_type_id","FOREIGN KEY","chart_type_id","Must reference chart_types.id.","","FOREIGN KEY (`chart_type_id`) REFERENCES `chart_types` (`id`)"
"CON-00506","chart_presets","fk_chart_presets_owner_user_id","FOREIGN KEY","owner_user_id","Must reference user_profiles.id.","","FOREIGN KEY (`owner_user_id`) REFERENCES `user_profiles` (`id`)"
"CON-00507","chart_presets","chk_chart_presets_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00508","chart_presets","chk_chart_presets_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00509","chart_presets","chk_chart_presets_preset_json_json","JSON VALIDATION","preset_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`preset_json`))"
"CON-00510","chart_theme_presets","pk_chart_theme_presets","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00511","chart_theme_presets","uk_chart_theme_presets_org_code","UNIQUE","organization_id, code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_chart_theme_presets_org_code` (`organization_id`, `code`)"
"CON-00512","chart_theme_presets","fk_chart_theme_presets_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00513","chart_theme_presets","fk_chart_theme_presets_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00514","chart_theme_presets","fk_chart_theme_presets_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00515","chart_theme_presets","fk_chart_theme_presets_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00516","chart_theme_presets","fk_chart_theme_presets_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00517","chart_theme_presets","chk_chart_theme_presets_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00518","chart_theme_presets","chk_chart_theme_presets_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00519","chart_theme_presets","chk_chart_theme_presets_palette_json_json","JSON VALIDATION","palette_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`palette_json`))"
"CON-00520","chart_theme_presets","chk_chart_theme_presets_typography_json_json","JSON VALIDATION","typography_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`typography_json`))"
"CON-00521","charts","pk_charts","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00522","charts","uk_charts_organization_id_project_id_name","UNIQUE","organization_id, project_id, name","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_charts_organization_id_project_id_name` (`organization_id`, `project_id`, `name`)"
"CON-00523","charts","fk_charts_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00524","charts","fk_charts_branch_id","FOREIGN KEY","branch_id","Must reference branches.id.","","FOREIGN KEY (`branch_id`) REFERENCES `branches` (`id`)"
"CON-00525","charts","fk_charts_project_id","FOREIGN KEY","project_id","Must reference bi_projects.id.","","FOREIGN KEY (`project_id`) REFERENCES `bi_projects` (`id`)"
"CON-00526","charts","fk_charts_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00527","charts","fk_charts_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00528","charts","fk_charts_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00529","charts","fk_charts_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00530","charts","fk_charts_chart_type_id","FOREIGN KEY","chart_type_id","Must reference chart_types.id.","","FOREIGN KEY (`chart_type_id`) REFERENCES `chart_types` (`id`)"
"CON-00531","charts","fk_charts_dataset_id","FOREIGN KEY","dataset_id","Must reference datasets.id.","","FOREIGN KEY (`dataset_id`) REFERENCES `datasets` (`id`)"
"CON-00532","charts","fk_charts_sql_query_id","FOREIGN KEY","sql_query_id","Must reference sql_queries.id.","","FOREIGN KEY (`sql_query_id`) REFERENCES `sql_queries` (`id`)"
"CON-00533","charts","chk_charts_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00534","charts","chk_charts_source_type","CHECK","source_type","Allowed values: demo, demo-sql, api, database, csv, excel, google-sheets","","CHECK (`source_type` IN ('demo', 'demo-sql', 'api', 'database', 'csv', 'excel', 'google-sheets'))"
"CON-00535","charts","chk_charts_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00536","charts","chk_charts_config_json_json","JSON VALIDATION","config_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`config_json`))"
"CON-00537","chart_versions","pk_chart_versions","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00538","chart_versions","uk_chart_versions_organization_id_chart_id_version_no","UNIQUE","organization_id, chart_id, version_no","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_chart_versions_organization_id_chart_id_version_no` (`organization_id`, `chart_id`, `version_no`)"
"CON-00539","chart_versions","fk_chart_versions_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00540","chart_versions","fk_chart_versions_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00541","chart_versions","fk_chart_versions_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00542","chart_versions","fk_chart_versions_chart_id","FOREIGN KEY","chart_id","Must reference charts.id.","","FOREIGN KEY (`chart_id`) REFERENCES `charts` (`id`)"
"CON-00543","chart_versions","chk_chart_versions_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00544","chart_versions","chk_chart_versions_chart_snapshot_json_json","JSON VALIDATION","chart_snapshot_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`chart_snapshot_json`))"
"CON-00590","chart_analytics_overlays","pk_chart_analytics_overlays","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00591","chart_analytics_overlays","fk_chart_analytics_overlays_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00592","chart_analytics_overlays","fk_chart_analytics_overlays_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00593","chart_analytics_overlays","fk_chart_analytics_overlays_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00594","chart_analytics_overlays","fk_chart_analytics_overlays_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00595","chart_analytics_overlays","fk_chart_analytics_overlays_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00596","chart_analytics_overlays","fk_chart_analytics_overlays_chart_id","FOREIGN KEY","chart_id","Must reference charts.id.","","FOREIGN KEY (`chart_id`) REFERENCES `charts` (`id`)"
"CON-00597","chart_analytics_overlays","chk_chart_analytics_overlays_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00598","chart_analytics_overlays","chk_chart_analytics_overlays_overlay_config_json_json","JSON VALIDATION","overlay_config_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`overlay_config_json`))"
"CON-00599","chart_analytics_overlays","chk_chart_analytics_overlays_numeric_value_nonneg","NUMERIC CHECK","numeric_value","Numeric business measures should be non-negative unless explicitly documented.","","CHECK (`numeric_value` IS NULL OR `numeric_value` >= 0)"
"CON-00600","data_source_types","pk_data_source_types","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00601","data_source_types","uk_data_source_types_code","UNIQUE","code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_data_source_types_code` (`code`)"
"CON-00602","data_source_types","fk_data_source_types_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00603","data_source_types","fk_data_source_types_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00604","data_source_types","fk_data_source_types_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00605","data_source_types","fk_data_source_types_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
"CON-00606","data_source_types","chk_data_source_types_status","CHECK","status","Allowed values: draft, active, inactive, archived, deleted","","CHECK (`status` IN ('draft', 'active', 'inactive', 'archived', 'deleted'))"
"CON-00607","data_source_types","chk_data_source_types_connection_mode","CHECK","connection_mode","Allowed values: host, file, sheet, upload, connectionString","","CHECK (`connection_mode` IN ('host', 'file', 'sheet', 'upload', 'connectionString'))"
"CON-00608","data_source_types","chk_data_source_types_metadata_json_json","JSON VALIDATION","metadata_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`metadata_json`))"
"CON-00609","data_source_types","chk_data_source_types_capabilities_json_json","JSON VALIDATION","capabilities_json","JSON column must contain valid JSON.","","CHECK (JSON_VALID(`capabilities_json`))"
"CON-00610","data_source_connections","pk_data_source_connections","PRIMARY KEY","id","Every table has a surrogate primary key.","","PRIMARY KEY (`id`)"
"CON-00611","data_source_connections","uk_data_source_connections_org_code","UNIQUE","organization_id, code","Business key must be unique within its intended scope.","","UNIQUE KEY `uk_data_source_connections_org_code` (`organization_id`, `code`)"
"CON-00612","data_source_connections","fk_data_source_connections_organization_id","FOREIGN KEY","organization_id","Must reference organizations.id.","","FOREIGN KEY (`organization_id`) REFERENCES `organizations` (`id`)"
"CON-00613","data_source_connections","fk_data_source_connections_branch_id","FOREIGN KEY","branch_id","Must reference branches.id.","","FOREIGN KEY (`branch_id`) REFERENCES `branches` (`id`)"
"CON-00614","data_source_connections","fk_data_source_connections_status_changed_by","FOREIGN KEY","status_changed_by","Must reference user_profiles.id.","","FOREIGN KEY (`status_changed_by`) REFERENCES `user_profiles` (`id`)"
"CON-00615","data_source_connections","fk_data_source_connections_created_by","FOREIGN KEY","created_by","Must reference user_profiles.id.","","FOREIGN KEY (`created_by`) REFERENCES `user_profiles` (`id`)"
"CON-00616","data_source_connections","fk_data_source_connections_updated_by","FOREIGN KEY","updated_by","Must reference user_profiles.id.","","FOREIGN KEY (`updated_by`) REFERENCES `user_profiles` (`id`)"
"CON-00617","data_source_connections","fk_data_source_connections_deleted_by","FOREIGN KEY","deleted_by","Must reference user_profiles.id.","","FOREIGN KEY (`deleted_by`) REFERENCES `user_profiles` (`id`)"
