"TableName","IndexName","Columns","IndexType","Unique","Purpose","Priority","SuggestedDDL"
"dashboard_exports","idx_dashboard_exports_dashboard_version_id","dashboard_version_id","BTREE","NO","Foreign key lookup to dashboard_versions.","required","KEY `idx_dashboard_exports_dashboard_version_id` (`dashboard_version_id`)"
"dashboard_exports","idx_dashboard_exports_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_exports_deleted_by` (`deleted_by`)"
"dashboard_exports","idx_dashboard_exports_export_job_id","export_job_id","BTREE","NO","Foreign key lookup to export_jobs.","required","KEY `idx_dashboard_exports_export_job_id` (`export_job_id`)"
"dashboard_exports","idx_dashboard_exports_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_exports_organization_id` (`organization_id`)"
"dashboard_exports","idx_dashboard_exports_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_exports_status_changed_by` (`status_changed_by`)"
"dashboard_exports","idx_dashboard_exports_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_exports_updated_by` (`updated_by`)"
"dashboard_exports","pk_dashboard_exports","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_exports` (`id`)"
"dashboard_filter_presets","idx_dashboard_filter_presets_branch_id","branch_id","BTREE","NO","Foreign key lookup to branches.","required","KEY `idx_dashboard_filter_presets_branch_id` (`branch_id`)"
"dashboard_filter_presets","idx_dashboard_filter_presets_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_filter_presets_created_by` (`created_by`)"
"dashboard_filter_presets","idx_dashboard_filter_presets_dashboard_id","dashboard_id","BTREE","NO","Foreign key lookup to bi_dashboards.","required","KEY `idx_dashboard_filter_presets_dashboard_id` (`dashboard_id`)"
"dashboard_filter_presets","idx_dashboard_filter_presets_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_filter_presets_deleted_by` (`deleted_by`)"
"dashboard_filter_presets","idx_dashboard_filter_presets_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_filter_presets_organization_id` (`organization_id`)"
"dashboard_filter_presets","idx_dashboard_filter_presets_owner_user_id","owner_user_id","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_filter_presets_owner_user_id` (`owner_user_id`)"
"dashboard_filter_presets","idx_dashboard_filter_presets_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_filter_presets_status_changed_by` (`status_changed_by`)"
"dashboard_filter_presets","idx_dashboard_filter_presets_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_filter_presets_updated_by` (`updated_by`)"
"dashboard_filter_presets","pk_dashboard_filter_presets","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_filter_presets` (`id`)"
"dashboard_filter_presets","uk_dashboard_filter_presets_organization_id_dashboard_id_nam","organization_id, dashboard_id, name, owner_user_id","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_dashboard_filter_presets_organization_id_dashboard_id_nam` (`organization_id`, `dashboard_id`, `name`, `owner_user_id`)"
"dashboard_filter_values","idx_dashboard_filter_values_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_filter_values_created_by` (`created_by`)"
"dashboard_filter_values","idx_dashboard_filter_values_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_filter_values_deleted_by` (`deleted_by`)"
"dashboard_filter_values","idx_dashboard_filter_values_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_filter_values_organization_id` (`organization_id`)"
"dashboard_filter_values","idx_dashboard_filter_values_preset_id","preset_id","BTREE","NO","Foreign key lookup to dashboard_filter_presets.","required","KEY `idx_dashboard_filter_values_preset_id` (`preset_id`)"
"dashboard_filter_values","idx_dashboard_filter_values_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_filter_values_status_changed_by` (`status_changed_by`)"
"dashboard_filter_values","idx_dashboard_filter_values_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_filter_values_updated_by` (`updated_by`)"
"dashboard_filter_values","pk_dashboard_filter_values","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_filter_values` (`id`)"
"dashboard_filter_values","uk_dashboard_filter_values_organization_id_preset_id_filter_","organization_id, preset_id, filter_key","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_dashboard_filter_values_organization_id_preset_id_filter_` (`organization_id`, `preset_id`, `filter_key`)"
"dashboard_interactions","idx_dashboard_interactions_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_interactions_created_by` (`created_by`)"
"dashboard_interactions","idx_dashboard_interactions_dashboard_id","dashboard_id","BTREE","NO","Foreign key lookup to bi_dashboards.","required","KEY `idx_dashboard_interactions_dashboard_id` (`dashboard_id`)"
"dashboard_interactions","idx_dashboard_interactions_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_interactions_deleted_by` (`deleted_by`)"
"dashboard_interactions","idx_dashboard_interactions_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_interactions_organization_id` (`organization_id`)"
"dashboard_interactions","idx_dashboard_interactions_source_widget_id","source_widget_id","BTREE","NO","Foreign key lookup to dashboard_widgets.","required","KEY `idx_dashboard_interactions_source_widget_id` (`source_widget_id`)"
"dashboard_interactions","idx_dashboard_interactions_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_interactions_status_changed_by` (`status_changed_by`)"
"dashboard_interactions","idx_dashboard_interactions_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_interactions_updated_by` (`updated_by`)"
"dashboard_interactions","pk_dashboard_interactions","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_interactions` (`id`)"
"dashboard_share_access_logs","idx_dashboard_share_access_logs_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_access_logs_created_by` (`created_by`)"
"dashboard_share_access_logs","idx_dashboard_share_access_logs_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_share_access_logs_organization_id` (`organization_id`)"
"dashboard_share_access_logs","idx_dashboard_share_access_logs_share_link_id","share_link_id","BTREE","NO","Foreign key lookup to dashboard_share_links.","required","KEY `idx_dashboard_share_access_logs_share_link_id` (`share_link_id`)"
"dashboard_share_access_logs","idx_dashboard_share_access_logs_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_access_logs_updated_by` (`updated_by`)"
"dashboard_share_access_logs","pk_dashboard_share_access_logs","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_share_access_logs` (`id`)"
"dashboard_share_links","idx_dashboard_share_links_org_branch","organization_id, branch_id","BTREE","NO","Tenant and branch scoped filtering.","recommended","KEY `idx_dashboard_share_links_org_branch` (`organization_id`, `branch_id`)"
"dashboard_share_links","idx_dashboard_share_links_org_created","organization_id, created_at","BTREE","NO","Tenant timeline and retention filtering.","recommended","KEY `idx_dashboard_share_links_org_created` (`organization_id`, `created_at`)"
"dashboard_share_links","idx_dashboard_share_links_org_status","organization_id, status","BTREE","NO","Tenant status filtering.","recommended","KEY `idx_dashboard_share_links_org_status` (`organization_id`, `status`)"
"dashboard_share_links","idx_dashboard_share_links_branch_id","branch_id","BTREE","NO","Foreign key lookup to branches.","required","KEY `idx_dashboard_share_links_branch_id` (`branch_id`)"
"dashboard_share_links","idx_dashboard_share_links_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_links_created_by` (`created_by`)"
"dashboard_share_links","idx_dashboard_share_links_dashboard_id","dashboard_id","BTREE","NO","Foreign key lookup to bi_dashboards.","required","KEY `idx_dashboard_share_links_dashboard_id` (`dashboard_id`)"
"dashboard_share_links","idx_dashboard_share_links_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_links_deleted_by` (`deleted_by`)"
"dashboard_share_links","idx_dashboard_share_links_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_share_links_organization_id` (`organization_id`)"
"dashboard_share_links","idx_dashboard_share_links_revoked_by","revoked_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_links_revoked_by` (`revoked_by`)"
"dashboard_share_links","idx_dashboard_share_links_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_links_status_changed_by` (`status_changed_by`)"
"dashboard_share_links","idx_dashboard_share_links_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_links_updated_by` (`updated_by`)"
"dashboard_share_links","pk_dashboard_share_links","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_share_links` (`id`)"
"dashboard_share_links","uk_dashboard_share_links_share_token_hash","share_token_hash","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_dashboard_share_links_share_token_hash` (`share_token_hash`)"
"dashboard_share_snapshots","idx_dashboard_share_snapshots_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_snapshots_created_by` (`created_by`)"
"dashboard_share_snapshots","idx_dashboard_share_snapshots_dashboard_version_id","dashboard_version_id","BTREE","NO","Foreign key lookup to dashboard_versions.","required","KEY `idx_dashboard_share_snapshots_dashboard_version_id` (`dashboard_version_id`)"
"dashboard_share_snapshots","idx_dashboard_share_snapshots_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_snapshots_deleted_by` (`deleted_by`)"
"dashboard_share_snapshots","idx_dashboard_share_snapshots_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_share_snapshots_organization_id` (`organization_id`)"
"dashboard_share_snapshots","idx_dashboard_share_snapshots_share_link_id","share_link_id","BTREE","NO","Foreign key lookup to dashboard_share_links.","required","KEY `idx_dashboard_share_snapshots_share_link_id` (`share_link_id`)"
"dashboard_share_snapshots","idx_dashboard_share_snapshots_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_snapshots_status_changed_by` (`status_changed_by`)"
"dashboard_share_snapshots","idx_dashboard_share_snapshots_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_share_snapshots_updated_by` (`updated_by`)"
"dashboard_share_snapshots","pk_dashboard_share_snapshots","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_share_snapshots` (`id`)"
"dashboard_template_widgets","idx_dashboard_template_widgets_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_template_widgets_created_by` (`created_by`)"
"dashboard_template_widgets","idx_dashboard_template_widgets_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_template_widgets_deleted_by` (`deleted_by`)"
"dashboard_template_widgets","idx_dashboard_template_widgets_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_template_widgets_organization_id` (`organization_id`)"
"dashboard_template_widgets","idx_dashboard_template_widgets_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_template_widgets_status_changed_by` (`status_changed_by`)"
"dashboard_template_widgets","idx_dashboard_template_widgets_template_id","template_id","BTREE","NO","Foreign key lookup to dashboard_templates.","required","KEY `idx_dashboard_template_widgets_template_id` (`template_id`)"
"dashboard_template_widgets","idx_dashboard_template_widgets_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_template_widgets_updated_by` (`updated_by`)"
"dashboard_template_widgets","pk_dashboard_template_widgets","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_template_widgets` (`id`)"
"dashboard_templates","idx_dashboard_templates_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_templates_created_by` (`created_by`)"
"dashboard_templates","idx_dashboard_templates_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_templates_deleted_by` (`deleted_by`)"
"dashboard_templates","idx_dashboard_templates_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_templates_organization_id` (`organization_id`)"
"dashboard_templates","idx_dashboard_templates_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_templates_status_changed_by` (`status_changed_by`)"
"dashboard_templates","idx_dashboard_templates_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_templates_updated_by` (`updated_by`)"
"dashboard_templates","pk_dashboard_templates","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_templates` (`id`)"
"dashboard_templates","uk_dashboard_templates_org_code","organization_id, code","BTREE","YES","Tenant-scoped business code uniqueness.","required","UNIQUE KEY `uk_dashboard_templates_org_code` (`organization_id`, `code`)"
"dashboard_versions","idx_dashboard_versions_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_versions_created_by` (`created_by`)"
"dashboard_versions","idx_dashboard_versions_dashboard_id","dashboard_id","BTREE","NO","Foreign key lookup to bi_dashboards.","required","KEY `idx_dashboard_versions_dashboard_id` (`dashboard_id`)"
"dashboard_versions","idx_dashboard_versions_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_versions_organization_id` (`organization_id`)"
"dashboard_versions","idx_dashboard_versions_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_versions_updated_by` (`updated_by`)"
"dashboard_versions","pk_dashboard_versions","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_versions` (`id`)"
"dashboard_versions","uk_dashboard_versions_organization_id_dashboard_id_version_n","organization_id, dashboard_id, version_no","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_dashboard_versions_organization_id_dashboard_id_version_n` (`organization_id`, `dashboard_id`, `version_no`)"
"dashboard_widgets","idx_dashboard_widgets_org_branch","organization_id, branch_id","BTREE","NO","Tenant and branch scoped filtering.","recommended","KEY `idx_dashboard_widgets_org_branch` (`organization_id`, `branch_id`)"
"dashboard_widgets","idx_dashboard_widgets_org_created","organization_id, created_at","BTREE","NO","Tenant timeline and retention filtering.","recommended","KEY `idx_dashboard_widgets_org_created` (`organization_id`, `created_at`)"
"dashboard_widgets","idx_dashboard_widgets_org_status","organization_id, status","BTREE","NO","Tenant status filtering.","recommended","KEY `idx_dashboard_widgets_org_status` (`organization_id`, `status`)"
"dashboard_widgets","idx_dashboard_widgets_branch_id","branch_id","BTREE","NO","Foreign key lookup to branches.","required","KEY `idx_dashboard_widgets_branch_id` (`branch_id`)"
"dashboard_widgets","idx_dashboard_widgets_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_widgets_created_by` (`created_by`)"
"dashboard_widgets","idx_dashboard_widgets_dashboard_id","dashboard_id","BTREE","NO","Foreign key lookup to bi_dashboards.","required","KEY `idx_dashboard_widgets_dashboard_id` (`dashboard_id`)"
"dashboard_widgets","idx_dashboard_widgets_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_widgets_deleted_by` (`deleted_by`)"
"dashboard_widgets","idx_dashboard_widgets_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_dashboard_widgets_organization_id` (`organization_id`)"
"dashboard_widgets","idx_dashboard_widgets_source_chart_id","source_chart_id","BTREE","NO","Foreign key lookup to charts.","required","KEY `idx_dashboard_widgets_source_chart_id` (`source_chart_id`)"
"dashboard_widgets","idx_dashboard_widgets_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_widgets_status_changed_by` (`status_changed_by`)"
"dashboard_widgets","idx_dashboard_widgets_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_dashboard_widgets_updated_by` (`updated_by`)"
"dashboard_widgets","pk_dashboard_widgets","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_dashboard_widgets` (`id`)"
"data_quality_findings","idx_data_quality_findings_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_findings_created_by` (`created_by`)"
"data_quality_findings","idx_data_quality_findings_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_findings_deleted_by` (`deleted_by`)"
"data_quality_findings","idx_data_quality_findings_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_quality_findings_organization_id` (`organization_id`)"
"data_quality_findings","idx_data_quality_findings_rule_id","rule_id","BTREE","NO","Foreign key lookup to data_quality_rules.","required","KEY `idx_data_quality_findings_rule_id` (`rule_id`)"
"data_quality_findings","idx_data_quality_findings_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_findings_status_changed_by` (`status_changed_by`)"
"data_quality_findings","idx_data_quality_findings_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_findings_updated_by` (`updated_by`)"
"data_quality_findings","pk_data_quality_findings","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_quality_findings` (`id`)"
"data_quality_rule_assignments","idx_data_quality_rule_assignments_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_rule_assignments_created_by` (`created_by`)"
"data_quality_rule_assignments","idx_data_quality_rule_assignments_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_rule_assignments_deleted_by` (`deleted_by`)"
"data_quality_rule_assignments","idx_data_quality_rule_assignments_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_quality_rule_assignments_organization_id` (`organization_id`)"
"data_quality_rule_assignments","idx_data_quality_rule_assignments_rule_id","rule_id","BTREE","NO","Foreign key lookup to data_quality_rules.","required","KEY `idx_data_quality_rule_assignments_rule_id` (`rule_id`)"
"data_quality_rule_assignments","idx_data_quality_rule_assignments_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_rule_assignments_status_changed_by` (`status_changed_by`)"
"data_quality_rule_assignments","idx_data_quality_rule_assignments_target_table_target_id","organization_id, target_table, target_id","BTREE","NO","Polymorphic entity lookup.","required","KEY `idx_data_quality_rule_assignments_target_table_target_id` (`organization_id`, `target_table`, `target_id`)"
"data_quality_rule_assignments","idx_data_quality_rule_assignments_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_rule_assignments_updated_by` (`updated_by`)"
"data_quality_rule_assignments","pk_data_quality_rule_assignments","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_quality_rule_assignments` (`id`)"
"data_quality_rule_assignments","uk_data_quality_rule_assignments_organization_id_rule_id_tar","organization_id, rule_id, target_table, target_id","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_data_quality_rule_assignments_organization_id_rule_id_tar` (`organization_id`, `rule_id`, `target_table`, `target_id`)"
"data_quality_rules","idx_data_quality_rules_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_rules_created_by` (`created_by`)"
"data_quality_rules","idx_data_quality_rules_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_rules_deleted_by` (`deleted_by`)"
"data_quality_rules","idx_data_quality_rules_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_quality_rules_organization_id` (`organization_id`)"
"data_quality_rules","idx_data_quality_rules_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_rules_status_changed_by` (`status_changed_by`)"
"data_quality_rules","idx_data_quality_rules_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_quality_rules_updated_by` (`updated_by`)"
"data_quality_rules","pk_data_quality_rules","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_quality_rules` (`id`)"
"data_quality_rules","uk_data_quality_rules_org_code","organization_id, code","BTREE","YES","Tenant-scoped business code uniqueness.","required","UNIQUE KEY `uk_data_quality_rules_org_code` (`organization_id`, `code`)"
"data_source_columns","idx_data_source_columns_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_columns_created_by` (`created_by`)"
"data_source_columns","idx_data_source_columns_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_columns_deleted_by` (`deleted_by`)"
"data_source_columns","idx_data_source_columns_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_source_columns_organization_id` (`organization_id`)"
"data_source_columns","idx_data_source_columns_source_table_id","source_table_id","BTREE","NO","Foreign key lookup to data_source_tables.","required","KEY `idx_data_source_columns_source_table_id` (`source_table_id`)"
"data_source_columns","idx_data_source_columns_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_columns_status_changed_by` (`status_changed_by`)"
"data_source_columns","idx_data_source_columns_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_columns_updated_by` (`updated_by`)"
"data_source_columns","pk_data_source_columns","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_source_columns` (`id`)"
"data_source_columns","uk_data_source_columns_organization_id_source_table_id_colum","organization_id, source_table_id, column_name","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_data_source_columns_organization_id_source_table_id_colum` (`organization_id`, `source_table_id`, `column_name`)"
"data_source_connection_options","idx_data_source_connection_options_connection_id","connection_id","BTREE","NO","Foreign key lookup to data_source_connections.","required","KEY `idx_data_source_connection_options_connection_id` (`connection_id`)"
"data_source_connection_options","idx_data_source_connection_options_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_connection_options_created_by` (`created_by`)"
"data_source_connection_options","idx_data_source_connection_options_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_connection_options_deleted_by` (`deleted_by`)"
"data_source_connection_options","idx_data_source_connection_options_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_source_connection_options_organization_id` (`organization_id`)"
"data_source_connection_options","idx_data_source_connection_options_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_connection_options_status_changed_by` (`status_changed_by`)"
"data_source_connection_options","idx_data_source_connection_options_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_connection_options_updated_by` (`updated_by`)"
"data_source_connection_options","pk_data_source_connection_options","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_source_connection_options` (`id`)"
"data_source_connection_options","uk_data_source_connection_options_organization_id_connection","organization_id, connection_id, option_group, option_key","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_data_source_connection_options_organization_id_connection` (`organization_id`, `connection_id`, `option_group`, `option_key`)"
"data_source_connections","idx_data_source_connections_org_branch","organization_id, branch_id","BTREE","NO","Tenant and branch scoped filtering.","recommended","KEY `idx_data_source_connections_org_branch` (`organization_id`, `branch_id`)"
"data_source_connections","idx_data_source_connections_org_created","organization_id, created_at","BTREE","NO","Tenant timeline and retention filtering.","recommended","KEY `idx_data_source_connections_org_created` (`organization_id`, `created_at`)"
"data_source_connections","idx_data_source_connections_org_status","organization_id, status","BTREE","NO","Tenant status filtering.","recommended","KEY `idx_data_source_connections_org_status` (`organization_id`, `status`)"
"data_source_connections","idx_data_source_connections_branch_id","branch_id","BTREE","NO","Foreign key lookup to branches.","required","KEY `idx_data_source_connections_branch_id` (`branch_id`)"
"data_source_connections","idx_data_source_connections_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_connections_created_by` (`created_by`)"
"data_source_connections","idx_data_source_connections_data_source_type_id","data_source_type_id","BTREE","NO","Foreign key lookup to data_source_types.","required","KEY `idx_data_source_connections_data_source_type_id` (`data_source_type_id`)"
"data_source_connections","idx_data_source_connections_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_connections_deleted_by` (`deleted_by`)"
"data_source_connections","idx_data_source_connections_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_source_connections_organization_id` (`organization_id`)"
"data_source_connections","idx_data_source_connections_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_connections_status_changed_by` (`status_changed_by`)"
"data_source_connections","idx_data_source_connections_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_connections_updated_by` (`updated_by`)"
"data_source_connections","pk_data_source_connections","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_source_connections` (`id`)"
"data_source_connections","uk_data_source_connections_org_code","organization_id, code","BTREE","YES","Tenant-scoped business code uniqueness.","required","UNIQUE KEY `uk_data_source_connections_org_code` (`organization_id`, `code`)"
"data_source_schemas","idx_data_source_schemas_connection_id","connection_id","BTREE","NO","Foreign key lookup to data_source_connections.","required","KEY `idx_data_source_schemas_connection_id` (`connection_id`)"
"data_source_schemas","idx_data_source_schemas_created_by","created_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_schemas_created_by` (`created_by`)"
"data_source_schemas","idx_data_source_schemas_deleted_by","deleted_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_schemas_deleted_by` (`deleted_by`)"
"data_source_schemas","idx_data_source_schemas_organization_id","organization_id","BTREE","NO","Foreign key lookup to organizations.","required","KEY `idx_data_source_schemas_organization_id` (`organization_id`)"
"data_source_schemas","idx_data_source_schemas_status_changed_by","status_changed_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_schemas_status_changed_by` (`status_changed_by`)"
"data_source_schemas","idx_data_source_schemas_updated_by","updated_by","BTREE","NO","Foreign key lookup to user_profiles.","required","KEY `idx_data_source_schemas_updated_by` (`updated_by`)"
"data_source_schemas","pk_data_source_schemas","id","BTREE","YES","Primary lookup and relationship target.","required","UNIQUE KEY `pk_data_source_schemas` (`id`)"
"data_source_schemas","uk_data_source_schemas_organization_id_connection_id_schema_","organization_id, connection_id, schema_name","BTREE","YES","Business uniqueness rule.","required","UNIQUE KEY `uk_data_source_schemas_organization_id_connection_id_schema_` (`organization_id`, `connection_id`, `schema_name`)"
