"RelationshipID","FromTable","FromColumn","ToTable","ToColumn","Required","OnUpdate","OnDelete","BusinessRule"
"REL-0320","chart_versions","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0321","chart_versions","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0322","chart_versions","chart_id","charts","id","YES","CASCADE","RESTRICT","Must reference an existing charts record unless nullable."
"REL-0351","chart_analytics_overlays","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0352","chart_analytics_overlays","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0353","chart_analytics_overlays","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0354","chart_analytics_overlays","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0355","chart_analytics_overlays","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0356","chart_analytics_overlays","chart_id","charts","id","YES","CASCADE","RESTRICT","Must reference an existing charts record unless nullable."
"REL-0357","data_source_types","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0358","data_source_types","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0359","data_source_types","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0360","data_source_types","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0361","data_source_connections","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0362","data_source_connections","branch_id","branches","id","NO","CASCADE","SET NULL","ใช้เมื่อข้อมูลต้องถูกกรองหรือกำหนดสิทธิ์ตามสาขา หากว่างถือว่าเป็นระดับองค์กร"
"REL-0363","data_source_connections","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0364","data_source_connections","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0365","data_source_connections","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0366","data_source_connections","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0367","data_source_connections","data_source_type_id","data_source_types","id","YES","CASCADE","RESTRICT","Must reference an existing data_source_types record unless nullable."
"REL-0368","data_source_connection_options","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0369","data_source_connection_options","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0370","data_source_connection_options","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0371","data_source_connection_options","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0372","data_source_connection_options","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0373","data_source_connection_options","connection_id","data_source_connections","id","YES","CASCADE","RESTRICT","Must reference an existing data_source_connections record unless nullable."
"REL-0374","data_source_secret_references","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0375","data_source_secret_references","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0376","data_source_secret_references","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0377","data_source_secret_references","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0378","data_source_secret_references","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0379","data_source_secret_references","connection_id","data_source_connections","id","YES","CASCADE","RESTRICT","Must reference an existing data_source_connections record unless nullable."
"REL-0380","data_source_test_runs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0381","data_source_test_runs","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0382","data_source_test_runs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0383","data_source_test_runs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0384","data_source_test_runs","connection_id","data_source_connections","id","YES","CASCADE","RESTRICT","Must reference an existing data_source_connections record unless nullable."
"REL-0385","data_source_schemas","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0386","data_source_schemas","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0387","data_source_schemas","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0388","data_source_schemas","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0389","data_source_schemas","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0390","data_source_schemas","connection_id","data_source_connections","id","YES","CASCADE","RESTRICT","Must reference an existing data_source_connections record unless nullable."
"REL-0391","data_source_tables","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0392","data_source_tables","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0393","data_source_tables","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0394","data_source_tables","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0395","data_source_tables","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0396","data_source_tables","schema_id","data_source_schemas","id","YES","CASCADE","RESTRICT","Must reference an existing data_source_schemas record unless nullable."
"REL-0397","data_source_columns","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0398","data_source_columns","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0399","data_source_columns","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0400","data_source_columns","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0401","data_source_columns","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0402","data_source_columns","source_table_id","data_source_tables","id","YES","CASCADE","RESTRICT","Must reference an existing data_source_tables record unless nullable."
"REL-0403","datasets","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0404","datasets","branch_id","branches","id","NO","CASCADE","SET NULL","ใช้เมื่อข้อมูลต้องถูกกรองหรือกำหนดสิทธิ์ตามสาขา หากว่างถือว่าเป็นระดับองค์กร"
"REL-0405","datasets","project_id","bi_projects","id","YES","CASCADE","RESTRICT","Must reference an existing bi_projects record unless nullable."
"REL-0406","datasets","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0407","datasets","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0408","datasets","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0409","datasets","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0410","datasets","connection_id","data_source_connections","id","NO","CASCADE","SET NULL","Must reference an existing data_source_connections record unless nullable."
"REL-0411","dataset_versions","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0412","dataset_versions","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0413","dataset_versions","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0414","dataset_versions","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0415","dataset_versions","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0416","dataset_versions","dataset_id","datasets","id","YES","CASCADE","RESTRICT","Must reference an existing datasets record unless nullable."
"REL-0417","dataset_versions","source_file_id","files","id","NO","CASCADE","SET NULL","Must reference an existing files record unless nullable."
"REL-0418","dataset_fields","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0419","dataset_fields","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0420","dataset_fields","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0421","dataset_fields","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0422","dataset_fields","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0423","dataset_fields","dataset_id","datasets","id","YES","CASCADE","RESTRICT","Must reference an existing datasets record unless nullable."
"REL-0424","dataset_rows","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0425","dataset_rows","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0426","dataset_rows","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0427","dataset_rows","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0428","dataset_rows","dataset_id","datasets","id","YES","CASCADE","RESTRICT","Must reference an existing datasets record unless nullable."
"REL-0429","dataset_rows","dataset_version_id","dataset_versions","id","NO","CASCADE","SET NULL","Must reference an existing dataset_versions record unless nullable."
"REL-0430","dataset_statistics","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0431","dataset_statistics","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0432","dataset_statistics","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0433","dataset_statistics","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0434","dataset_statistics","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0435","dataset_statistics","dataset_field_id","dataset_fields","id","YES","CASCADE","RESTRICT","Must reference an existing dataset_fields record unless nullable."
"REL-0436","dataset_statistics","dataset_id","datasets","id","YES","CASCADE","RESTRICT","Must reference an existing datasets record unless nullable."
"REL-0437","dataset_validation_results","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0438","dataset_validation_results","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0439","dataset_validation_results","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0440","dataset_validation_results","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0441","dataset_validation_results","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0442","dataset_validation_results","dataset_field_id","dataset_fields","id","NO","CASCADE","SET NULL","Must reference an existing dataset_fields record unless nullable."
"REL-0443","dataset_validation_results","dataset_id","datasets","id","YES","CASCADE","RESTRICT","Must reference an existing datasets record unless nullable."
"REL-0444","dataset_refresh_jobs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0445","dataset_refresh_jobs","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0446","dataset_refresh_jobs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0447","dataset_refresh_jobs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0448","dataset_refresh_jobs","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0449","dataset_refresh_jobs","connection_id","data_source_connections","id","NO","CASCADE","SET NULL","Must reference an existing data_source_connections record unless nullable."
"REL-0450","dataset_refresh_jobs","dataset_id","datasets","id","YES","CASCADE","RESTRICT","Must reference an existing datasets record unless nullable."
"REL-0451","dataset_lineage","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0452","dataset_lineage","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0453","dataset_lineage","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0454","dataset_lineage","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0455","dataset_lineage","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0456","import_jobs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0457","import_jobs","branch_id","branches","id","NO","CASCADE","SET NULL","ใช้เมื่อข้อมูลต้องถูกกรองหรือกำหนดสิทธิ์ตามสาขา หากว่างถือว่าเป็นระดับองค์กร"
"REL-0458","import_jobs","project_id","bi_projects","id","YES","CASCADE","RESTRICT","Must reference an existing bi_projects record unless nullable."
"REL-0459","import_jobs","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0460","import_jobs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0461","import_jobs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0462","import_jobs","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0463","import_jobs","dataset_id","datasets","id","NO","CASCADE","SET NULL","Must reference an existing datasets record unless nullable."
"REL-0464","import_jobs","source_file_id","files","id","NO","CASCADE","SET NULL","Must reference an existing files record unless nullable."
"REL-0465","import_job_rows","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0466","import_job_rows","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0467","import_job_rows","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0468","import_job_rows","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0469","import_job_rows","import_job_id","import_jobs","id","YES","CASCADE","RESTRICT","Must reference an existing import_jobs record unless nullable."
"REL-0470","import_errors","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0471","import_errors","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0472","import_errors","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0473","import_errors","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0474","import_errors","import_job_id","import_jobs","id","YES","CASCADE","RESTRICT","Must reference an existing import_jobs record unless nullable."
"REL-0475","import_errors","import_job_row_id","import_job_rows","id","NO","CASCADE","SET NULL","Must reference an existing import_job_rows record unless nullable."
"REL-0476","sql_queries","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0477","sql_queries","branch_id","branches","id","NO","CASCADE","SET NULL","ใช้เมื่อข้อมูลต้องถูกกรองหรือกำหนดสิทธิ์ตามสาขา หากว่างถือว่าเป็นระดับองค์กร"
"REL-0478","sql_queries","project_id","bi_projects","id","YES","CASCADE","RESTRICT","Must reference an existing bi_projects record unless nullable."
"REL-0479","sql_queries","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0480","sql_queries","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0481","sql_queries","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0482","sql_queries","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0483","sql_queries","connection_id","data_source_connections","id","NO","CASCADE","SET NULL","Must reference an existing data_source_connections record unless nullable."
"REL-0484","sql_queries","dataset_id","datasets","id","NO","CASCADE","SET NULL","Must reference an existing datasets record unless nullable."
"REL-0485","sql_query_versions","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0486","sql_query_versions","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0487","sql_query_versions","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0488","sql_query_versions","sql_query_id","sql_queries","id","YES","CASCADE","RESTRICT","Must reference an existing sql_queries record unless nullable."
"REL-0489","sql_query_runs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0490","sql_query_runs","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0491","sql_query_runs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0492","sql_query_runs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0493","sql_query_runs","connection_id","data_source_connections","id","NO","CASCADE","SET NULL","Must reference an existing data_source_connections record unless nullable."
"REL-0494","sql_query_runs","sql_query_id","sql_queries","id","NO","CASCADE","SET NULL","Must reference an existing sql_queries record unless nullable."
"REL-0495","sql_query_results","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0496","sql_query_results","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0497","sql_query_results","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0498","sql_query_results","query_run_id","sql_query_runs","id","YES","CASCADE","RESTRICT","Must reference an existing sql_query_runs record unless nullable."
"REL-0499","sql_query_result_columns","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0500","sql_query_result_columns","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0501","sql_query_result_columns","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0502","sql_query_result_columns","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0503","sql_query_result_columns","query_result_id","sql_query_results","id","YES","CASCADE","RESTRICT","Must reference an existing sql_query_results record unless nullable."
"REL-0504","sql_query_result_rows","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0505","sql_query_result_rows","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0506","sql_query_result_rows","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0507","sql_query_result_rows","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0508","sql_query_result_rows","query_result_id","sql_query_results","id","YES","CASCADE","RESTRICT","Must reference an existing sql_query_results record unless nullable."
"REL-0509","sql_query_saved_parameters","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0510","sql_query_saved_parameters","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0511","sql_query_saved_parameters","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0512","sql_query_saved_parameters","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0513","sql_query_saved_parameters","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0514","sql_query_saved_parameters","sql_query_id","sql_queries","id","YES","CASCADE","RESTRICT","Must reference an existing sql_queries record unless nullable."
"REL-0515","dashboard_share_links","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0516","dashboard_share_links","branch_id","branches","id","NO","CASCADE","SET NULL","ใช้เมื่อข้อมูลต้องถูกกรองหรือกำหนดสิทธิ์ตามสาขา หากว่างถือว่าเป็นระดับองค์กร"
"REL-0517","dashboard_share_links","dashboard_id","bi_dashboards","id","YES","CASCADE","RESTRICT","Must reference an existing bi_dashboards record unless nullable."
"REL-0518","dashboard_share_links","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0519","dashboard_share_links","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0520","dashboard_share_links","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0521","dashboard_share_links","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0522","dashboard_share_links","revoked_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0523","dashboard_share_snapshots","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0524","dashboard_share_snapshots","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0525","dashboard_share_snapshots","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0526","dashboard_share_snapshots","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0527","dashboard_share_snapshots","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0528","dashboard_share_snapshots","dashboard_version_id","dashboard_versions","id","NO","CASCADE","SET NULL","Must reference an existing dashboard_versions record unless nullable."
"REL-0529","dashboard_share_snapshots","share_link_id","dashboard_share_links","id","YES","CASCADE","RESTRICT","Must reference an existing dashboard_share_links record unless nullable."
"REL-0530","dashboard_share_access_logs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0531","dashboard_share_access_logs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0532","dashboard_share_access_logs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0533","dashboard_share_access_logs","share_link_id","dashboard_share_links","id","YES","CASCADE","RESTRICT","Must reference an existing dashboard_share_links record unless nullable."
"REL-0534","embed_settings","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0535","embed_settings","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0536","embed_settings","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0537","embed_settings","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0538","embed_settings","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0539","embed_settings","share_link_id","dashboard_share_links","id","YES","CASCADE","RESTRICT","Must reference an existing dashboard_share_links record unless nullable."
"REL-0540","export_jobs","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0541","export_jobs","branch_id","branches","id","NO","CASCADE","SET NULL","ใช้เมื่อข้อมูลต้องถูกกรองหรือกำหนดสิทธิ์ตามสาขา หากว่างถือว่าเป็นระดับองค์กร"
"REL-0542","export_jobs","project_id","bi_projects","id","YES","CASCADE","RESTRICT","Must reference an existing bi_projects record unless nullable."
"REL-0543","export_jobs","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0544","export_jobs","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0545","export_jobs","updated_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0546","export_jobs","deleted_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
"REL-0547","export_files","organization_id","organizations","id","YES","CASCADE","RESTRICT","Must reference an existing organizations record unless nullable."
"REL-0548","export_files","status_changed_by","user_profiles","id","NO","CASCADE","SET NULL","Status audit strategy Option A: อ้างผู้ใช้ภายนอกที่เปลี่ยนสถานะล่าสุด"
"REL-0549","export_files","created_by","user_profiles","id","NO","CASCADE","SET NULL","Must reference an existing user_profiles record unless nullable."
